Unnamed Column,address_1,case_number,city,clearance_type,country,created_at,day_of_week,hour_of_day,incident_datetime,incident_description,incident_id,incident_type_primary,latitude,location,longitude,parent_incident_type,state,updated_at,zip
0,400 Block MAIN ST,16JC0307,MONA,,,03/04/2016 06:28:19 AM,Tuesday,11,03/01/2016 11:03:02 AM,Description: Animal Problem,751460206,ANIMAL PROBLEM,39.8228,"{'type': 'Point', 'coordinates': [-111.855, 39.8228]}",-111.855,Community Policing,UT,03/14/2016 08:00:09 AM,
1,WEST DESERT MOUNTAIN 2 RD,18JC0358,JUAB NEPHI,,,04/09/2018 04:33:53 PM,Tuesday,9,03/27/2018 09:03:14 AM,Description: Non-Criminal Civil Complaint,842131619,NON-CRIMINAL CIVIL COMPLAINT,39.7653,"{'type': 'Point', 'coordinates': [-112.596, 39.7653]}",-112.596,Other,UT,04/10/2018 05:13:59 AM,
2,100 Block EAGLE ST,16JC0309,EUREKA,,,03/05/2016 06:28:30 AM,Wednesday,8,03/02/2016 08:03:13 AM,Description: Animal Problem,751760013,ANIMAL PROBLEM,39.9525,"{'type': 'Point', 'coordinates': [-112.117, 39.9525]}",-112.117,Community Policing,UT,03/15/2016 08:00:19 AM,
3,400 Block E 300 SOUTH ST,16JC0314,LEVAN,,,03/10/2016 06:34:33 AM,Thursday,10,03/03/2016 10:03:46 AM,Description: Citizen Assist,752212713,CITIZEN ASSIST,39.5531,"{'type': 'Point', 'coordinates': [-111.856, 39.5531]}",-111.856,Community Policing,UT,03/15/2016 08:00:19 AM,
4,700 Block E 50 SOUTH ST,16JC0321,MONA,,,03/10/2016 06:34:33 AM,Friday,17,03/04/2016 05:03:57 PM,Description: Citizen Assist,752212707,CITIZEN ASSIST,39.8153,"{'type': 'Point', 'coordinates': [-111.841, 39.8153]}",-111.841,Community Policing,UT,03/15/2016 08:00:21 AM,
5,1 Block S 200 WEST ST,16JC0322,LEVAN,,,03/10/2016 06:34:33 AM,Friday,19,03/04/2016 07:03:34 PM,Description: Traffic Offense,752212708,TRAFFIC OFFENSE,39.5572,"{'type': 'Point', 'coordinates': [-111.868, 39.5572]}",-111.868,Traffic,UT,03/15/2016 08:00:21 AM,
6,400 Block SHEEP LANE RD,16JC0330,NEPHI,,,03/10/2016 06:34:33 AM,Sunday,9,03/06/2016 09:03:12 AM,Description: Citizen Assist,752212705,CITIZEN ASSIST,39.6753,"{'type': 'Point', 'coordinates': [-111.843, 39.6753]}",-111.843,Community Policing,UT,03/19/2016 08:00:04 AM,
7,1 Block RAILROAD ST,16JC0345,EUREKA,,,03/12/2016 06:35:07 AM,Wednesday,18,03/09/2016 06:03:38 PM,Description: Criminal Mischief,752423233,CRIMINAL MISCHIEF,39.9549,"{'type': 'Point', 'coordinates': [-112.115, 39.9549]}",-112.115,Other,UT,03/22/2016 08:00:51 AM,
8,SILVER CITY,16JC0357,JUAB CO EUR GR,,,03/15/2016 05:35:32 AM,Saturday,17,03/12/2016 05:03:21 PM,Description: Citizen Assist,752763075,CITIZEN ASSIST,39.8975,"{'type': 'Point', 'coordinates': [-112.135, 39.8975]}",-112.135,Community Policing,UT,03/25/2016 08:01:43 AM,
9,2000 Block MAIN ST,16JC0362,NEPHI,,,03/19/2016 05:35:53 AM,Sunday,8,03/13/2016 08:03:12 AM,Description: Citizen Assist,753181867,CITIZEN ASSIST,39.6792,"{'type': 'Point', 'coordinates': [-111.841, 39.6792]}",-111.841,Community Policing,UT,03/26/2016 08:01:06 AM,
10,222000 Block I15 SB,16JC0613,JUAB CO NEP GR,,,05/03/2016 05:42:53 AM,Friday,12,04/29/2016 12:04:25 PM,Description: Traffic Accident-Injury,758546002,TRAFFIC ACCIDENT-INJURY,39.6747,"{'type': 'Point', 'coordinates': [-111.851, 39.6747]}",-111.851,Traffic,UT,05/12/2016 08:00:08 AM,
11,NEBO LOOP,16JC0617,JUAB CO NEP GR,,,05/03/2016 05:42:53 AM,Saturday,8,04/30/2016 08:04:56 AM,Description: Citizen Assist,758546003,CITIZEN ASSIST,39.7839,"{'type': 'Point', 'coordinates': [-111.701, 39.7839]}",-111.701,Community Policing,UT,05/13/2016 08:00:04 AM,
12,OASIS CAMPSITE,16JC0622,LITTLE SAHARA,,,05/04/2016 05:43:05 AM,Sunday,1,05/01/2016 01:05:16 AM,Description: Citizen Assist,758621673,CITIZEN ASSIST,39.6893,"{'type': 'Point', 'coordinates': [-112.355, 39.6893]}",-112.355,Community Policing,UT,05/14/2016 08:00:05 AM,
13,SAND MOUNTAIN CAMPSITE,16JC0624,LITTLE SAHARA,,,05/04/2016 05:43:05 AM,Sunday,10,05/01/2016 10:05:43 AM,Description: Citizen Assist,758621675,CITIZEN ASSIST,39.6416,"{'type': 'Point', 'coordinates': [-112.387, 39.6416]}",-112.387,Community Policing,UT,05/14/2016 08:00:05 AM,
14,211900 Block I15 NB,15JC0898,JUAB CO LEV GR,,,07/08/2015 08:04:03 AM,Sunday,11,07/05/2015 11:07:33 AM,Description: Citizen Assist,723425022,CITIZEN ASSIST,39.5566,"{'type': 'Point', 'coordinates': [-111.945, 39.5566]}",-111.945,Community Policing,UT,07/18/2015 08:00:17 AM,
15,400 Block E 200 NORTH ST,15JC0899,LEVAN,,,07/08/2015 08:04:03 AM,Sunday,13,07/05/2015 01:07:40 PM,Description: Traffic Accident-Injury,723425023,TRAFFIC ACCIDENT-INJURY,39.5603,"{'type': 'Point', 'coordinates': [-111.856, 39.5603]}",-111.856,Traffic,UT,07/18/2015 08:00:17 AM,
16,125900 Block US6,15JC0900,JUAB CO NEP GR,,,07/08/2015 08:04:03 AM,Sunday,13,07/05/2015 01:07:41 PM,Description: Traffic Accident-Injury,723425024,TRAFFIC ACCIDENT-INJURY,39.7698,"{'type': 'Point', 'coordinates': [-112.164, 39.769800000000004]}",-112.164,Traffic,UT,07/18/2015 08:00:17 AM,
17,100 Block W 100 NORTH ST,15JC0906,MONA,,,07/09/2015 08:04:04 AM,Monday,15,07/06/2015 03:07:12 PM,Description: Citizen Assist,723521190,CITIZEN ASSIST,39.8176,"{'type': 'Point', 'coordinates': [-111.857, 39.8176]}",-111.857,Community Policing,UT,07/19/2015 08:01:21 AM,
18,17900 Block SR132,16JC0383,JUAB CO NEP GR,,,03/22/2016 05:36:40 AM,Saturday,21,03/19/2016 09:03:10 PM,Description: Traffic Accident-Injury,753437301,TRAFFIC ACCIDENT-INJURY,39.6435,"{'type': 'Point', 'coordinates': [-112.093, 39.6435]}",-112.093,Traffic,UT,04/01/2016 08:00:05 AM,
19,200 Block S 350 WEST ST,15JC0880,MONA,,,07/09/2015 08:04:04 AM,Thursday,18,07/02/2015 06:07:38 PM,Description: Citizen Assist,723521192,CITIZEN ASSIST,39.8127,"{'type': 'Point', 'coordinates': [-111.862, 39.8127]}",-111.862,Community Policing,UT,07/15/2015 08:02:31 AM,
20,219900 Block I15 NB,17JC1633,JUAB CO NEP GR,,,12/28/2017 11:05:50 AM,Saturday,9,12/23/2017 09:12:05 AM,Description: Traffic Offense,830363093,TRAFFIC OFFENSE,39.6576,"{'type': 'Point', 'coordinates': [-111.883, 39.6576]}",-111.883,Traffic,UT,01/07/2018 10:44:45 PM,
21,300 Block CENTER ST,18JC0135,NEPHI,,,02/08/2018 07:26:08 AM,Monday,11,02/05/2018 11:02:03 AM,Description: Criminal Mischief,833635942,CRIMINAL MISCHIEF,39.7086,"{'type': 'Point', 'coordinates': [-111.843, 39.7086]}",-111.843,Other,UT,02/19/2018 06:26:12 AM,
22,222000 Block I15 SB,17JC1499,JUAB CO NEP GR,,,11/20/2017 11:05:40 AM,Thursday,18,11/16/2017 06:11:20 PM,Description: Citizen Assist,827067944,CITIZEN ASSIST,39.6747,"{'type': 'Point', 'coordinates': [-111.851, 39.6747]}",-111.851,Community Policing,UT,11/29/2017 11:08:10 AM,
23,SAMPSON LN,17JC1504,JUAB CO LEV GR,,,11/20/2017 11:05:40 AM,Friday,15,11/17/2017 03:11:48 PM,Description: Animal Problem,827067947,ANIMAL PROBLEM,39.5685,"{'type': 'Point', 'coordinates': [-111.87, 39.5685]}",-111.87,Community Policing,UT,11/30/2017 11:07:12 AM,
24,900 Block SR54,17JC1526,JUAB CO MON GR,,,11/27/2017 11:06:00 AM,Friday,5,11/24/2017 05:11:14 AM,Description: Traffic Offense,827529720,TRAFFIC OFFENSE,39.8214,"{'type': 'Point', 'coordinates': [-111.837, 39.8214]}",-111.837,Traffic,UT,12/07/2017 11:06:45 AM,
25,100 Block MAIN ST,17JC1554,LEVAN,,,12/04/2017 11:05:42 AM,Friday,14,12/01/2017 02:12:04 PM,Description: Citizen Assist,828178999,CITIZEN ASSIST,39.5553,"{'type': 'Point', 'coordinates': [-111.864, 39.5553]}",-111.864,Community Policing,UT,12/14/2017 11:19:16 AM,
26,200 Block S 400 EAST ST,17JC1563,LEVAN,,,12/06/2017 11:05:43 AM,Sunday,9,12/03/2017 09:12:32 AM,Description: Citizen Assist,828351382,CITIZEN ASSIST,39.5543,"{'type': 'Point', 'coordinates': [-111.856, 39.5543]}",-111.856,Community Policing,UT,12/16/2017 11:41:28 AM,
27,2100 Block MAIN ST,15JC0882,NEPHI,,,07/06/2015 08:03:59 AM,Friday,9,07/03/2015 09:07:43 AM,Description: Animal Problem,723264699,ANIMAL PROBLEM,39.6779,"{'type': 'Point', 'coordinates': [-111.841, 39.6779]}",-111.841,Community Policing,UT,07/15/2015 08:02:31 AM,
28,35900 Block SR132,15JC0885,JUAB CO NEP GR,,,07/06/2015 08:03:59 AM,Friday,14,07/03/2015 02:07:21 PM,Description: Citizen Assist,723264701,CITIZEN ASSIST,39.7141,"{'type': 'Point', 'coordinates': [-111.785, 39.7141]}",-111.785,Community Policing,UT,07/15/2015 08:02:31 AM,
29,1 Block E 200 SOUTH ST,16JC0389,LEVAN,,,03/23/2016 05:36:59 AM,Sunday,19,03/20/2016 07:03:17 PM,Description: Citizen Assist,753639464,CITIZEN ASSIST,39.5545,"{'type': 'Point', 'coordinates': [-111.863, 39.5545]}",-111.863,Community Policing,UT,04/02/2016 08:00:06 AM,
30,MCINTYRE RD,16JC0644,JUAB CO EUR GR,,,05/06/2016 05:43:27 AM,Tuesday,10,05/03/2016 10:05:31 AM,Description: Traffic Accident-Injury,758770362,TRAFFIC ACCIDENT-INJURY,39.8348,"{'type': 'Point', 'coordinates': [-112.17, 39.8348]}",-112.17,Traffic,UT,05/16/2016 08:00:18 AM,
31,200 Block MAIN ST,16JC0689,EUREKA,,,05/15/2016 05:44:44 AM,Thursday,12,05/12/2016 12:05:37 PM,Description: Citizen Assist,759493183,CITIZEN ASSIST,39.9566,"{'type': 'Point', 'coordinates': [-112.109, 39.9566]}",-112.109,Community Policing,UT,07/11/2016 03:47:10 PM,
32,1 Block MAIN ST,16JC0370,EUREKA,,,03/24/2016 05:37:02 AM,Tuesday,11,03/15/2016 11:03:42 AM,Description: Citizen Assist,753847475,CITIZEN ASSIST,39.9554,"{'type': 'Point', 'coordinates': [-112.116, 39.9554]}",-112.116,Community Policing,UT,03/28/2016 08:00:16 AM,
33,400 Block SHEEP LANE RD,16JC0410,NEPHI,,,03/27/2016 05:37:17 AM,Thursday,10,03/24/2016 10:03:14 AM,Description: Citizen Assist,754067092,CITIZEN ASSIST,39.6753,"{'type': 'Point', 'coordinates': [-111.843, 39.6753]}",-111.843,Community Policing,UT,04/06/2016 08:00:17 AM,
34,200 Block BERNINI DR,16JC0413,EUREKA,,,03/28/2016 05:37:28 AM,Thursday,17,03/24/2016 05:03:46 PM,Description: Citizen Assist,754182983,CITIZEN ASSIST,39.956,"{'type': 'Point', 'coordinates': [-112.12, 39.956]}",-112.12,Community Policing,UT,04/06/2016 08:00:19 AM,
35,CEMETERY LN,16JC0672,MONA,,,05/13/2016 05:44:14 AM,Sunday,14,05/08/2016 02:05:00 PM,Description: Animal Problem,759291468,ANIMAL PROBLEM,39.807,"{'type': 'Point', 'coordinates': [-111.828, 39.807]}",-111.828,Community Policing,UT,05/21/2016 08:00:03 AM,
36,OLD HIGHWAY 91,16JC0677,JUAB CO NEP GR,,,05/12/2016 05:44:09 AM,Monday,16,05/09/2016 04:05:02 PM,Description: Traffic Accident-Non Reportabl,759223412,TRAFFIC ACCIDENT-NON REPORTABL,39.3809,"{'type': 'Point', 'coordinates': [-112.076, 39.3809]}",-112.076,Traffic,UT,05/22/2016 08:00:37 AM,
37,OLD HIGHWAY 91,16JC0691,JUAB CO NEP GR,,,05/15/2016 05:44:44 AM,Thursday,14,05/12/2016 02:05:42 PM,Description: Citizen Dispute,759493184,CITIZEN DISPUTE,39.3809,"{'type': 'Point', 'coordinates': [-112.076, 39.3809]}",-112.076,Community Policing,UT,07/11/2016 03:47:10 PM,
38,TINTIC JUNCTION,16JC0680,JUAB CO EUR GR,,,05/20/2016 05:45:17 AM,Tuesday,13,05/10/2016 01:05:01 PM,Description: Criminal Mischief,760004021,CRIMINAL MISCHIEF,39.9237,"{'type': 'Point', 'coordinates': [-112.165, 39.9237]}",-112.165,Other,UT,05/23/2016 08:00:15 AM,
39,900 Block MAIN ST,16JC0693,NEPHI,,,05/15/2016 05:44:44 AM,Thursday,16,05/12/2016 04:05:04 PM,Description: Citizen Assist,759493185,CITIZEN ASSIST,39.7228,"{'type': 'Point', 'coordinates': [-111.836, 39.7228]}",-111.836,Community Policing,UT,07/11/2016 03:47:10 PM,
40,WHITE SANDS CAMPGROUND A,16JC0702,LITTLE SAHARA,,,05/16/2016 05:44:54 AM,Friday,18,05/13/2016 06:05:23 PM,Description: Citizen Assist,759548486,CITIZEN ASSIST,39.7449,"{'type': 'Point', 'coordinates': [-112.315, 39.7449]}",-112.315,Community Policing,UT,07/11/2016 03:47:10 PM,
41,100 Block CEMETERY LN,16JC1578,MONA,,,11/08/2016 05:10:31 PM,Wednesday,15,10/26/2016 03:10:33 PM,Description: Animal Problem,780672931,ANIMAL PROBLEM,39.8067,"{'type': 'Point', 'coordinates': [-111.852, 39.8067]}",-111.852,Community Policing,UT,11/14/2016 04:33:48 PM,
42,1 Block N 100 EAST ST,16JC1614,MONA,,,11/08/2016 05:10:31 PM,Wednesday,14,11/02/2016 02:11:51 PM,Description: Citizen Dispute,780672954,CITIZEN DISPUTE,39.8171,"{'type': 'Point', 'coordinates': [-111.853, 39.8171]}",-111.853,Community Policing,UT,11/15/2016 11:07:38 AM,
43,1 Block MAIN ST,18JC0378,LEVAN,,,04/02/2018 02:58:54 PM,Friday,10,03/30/2018 10:03:00 AM,Description: Animal Problem,841053082,ANIMAL PROBLEM,39.5577,"{'type': 'Point', 'coordinates': [-111.864, 39.5577]}",-111.864,Community Policing,UT,04/13/2018 05:05:45 AM,
44,PUMP HOUSE RD,16JC0426,LITTLE SAHARA,,,03/29/2016 05:37:36 AM,Saturday,16,03/26/2016 04:03:51 PM,Description: Traffic Accident-Injury,754589061,TRAFFIC ACCIDENT-INJURY,39.6936,"{'type': 'Point', 'coordinates': [-112.354, 39.6936]}",-112.354,Traffic,UT,04/08/2016 08:00:15 AM,
45,210000 Block I15 NB,16JC1185,JUAB CO NEP GR,,,08/15/2016 08:03:35 AM,Monday,18,08/08/2016 06:08:40 PM,Description: Citizen Assist,767827851,CITIZEN ASSIST,39.5307,"{'type': 'Point', 'coordinates': [-111.958, 39.5307]}",-111.958,Community Policing,UT,08/21/2016 10:08:59 AM,
46,229000 Block I15 SB,16JC1187,JUAB CO NEP GR,,,08/12/2016 08:02:56 AM,Tuesday,14,08/09/2016 02:08:17 PM,Description: Citizen Assist,767597370,CITIZEN ASSIST,39.7617,"{'type': 'Point', 'coordinates': [-111.838, 39.7617]}",-111.838,Community Policing,UT,08/22/2016 10:09:04 AM,
47,1 Block W 100 SOUTH ST,16JC1447,MONA,,,10/07/2016 08:07:27 AM,Thursday,21,09/29/2016 09:09:32 PM,Description: Citizen Assist,775134551,CITIZEN ASSIST,39.8147,"{'type': 'Point', 'coordinates': [-111.856, 39.8147]}",-111.856,Community Policing,UT,11/14/2016 04:33:45 PM,
48,500 Block E 100 NORTH ST,16JC1448,MONA,,,10/08/2016 08:07:32 AM,Friday,9,09/30/2016 09:09:49 AM,Description: Citizen Assist,775867698,CITIZEN ASSIST,39.8177,"{'type': 'Point', 'coordinates': [-111.844, 39.8177]}",-111.844,Community Policing,UT,11/14/2016 04:33:45 PM,
49,100 Block W 100 SOUTH ST,16JC1465,LEVAN,,,10/07/2016 08:07:27 AM,Monday,12,10/03/2016 12:10:57 PM,Description: Criminal Mischief,775134549,CRIMINAL MISCHIEF,39.556,"{'type': 'Point', 'coordinates': [-111.867, 39.556]}",-111.867,Other,UT,11/14/2016 04:33:45 PM,
50,100 Block TERRACE HEIGHTS ST,16JC1577,EUREKA,,,11/08/2016 05:10:31 PM,Wednesday,11,10/26/2016 11:10:55 AM,Description: Citizen Assist,780672942,CITIZEN ASSIST,39.9588,"{'type': 'Point', 'coordinates': [-112.109, 39.9588]}",-112.109,Community Policing,UT,11/14/2016 04:33:48 PM,
51,300 Block N 200 EAST ST,17JC1637,MONA,,,12/27/2017 11:05:39 AM,Sunday,17,12/24/2017 05:12:33 PM,Description: Animal Problem,830297140,ANIMAL PROBLEM,39.8213,"{'type': 'Point', 'coordinates': [-111.851, 39.8213]}",-111.851,Community Policing,UT,01/08/2018 01:54:40 PM,
52,200 Block W 100 NORTH ST,17JC1649,LEVAN,,,12/30/2017 11:05:35 AM,Wednesday,20,12/27/2017 08:12:44 PM,Description: Citizen Assist,830510451,CITIZEN ASSIST,39.5588,"{'type': 'Point', 'coordinates': [-111.868, 39.5588]}",-111.868,Community Policing,UT,01/11/2018 12:56:52 PM,
53,SAND MOUNTAIN CAMPSITE,17JC1532,LITTLE SAHARA,,,11/28/2017 11:05:42 AM,Saturday,11,11/25/2017 11:11:14 AM,Description: Traffic Accident-Non Reportabl,827622184,TRAFFIC ACCIDENT-NON REPORTABL,39.6416,"{'type': 'Point', 'coordinates': [-112.387, 39.6416]}",-112.387,Traffic,UT,12/08/2017 11:08:23 AM,
54,400 Block SHEEP LANE RD,17JC1560,NEPHI,,,12/05/2017 11:05:49 AM,Saturday,12,12/02/2017 12:12:56 PM,Description: Citizen Assist,828266462,CITIZEN ASSIST,39.6753,"{'type': 'Point', 'coordinates': [-111.843, 39.6753]}",-111.843,Community Policing,UT,12/15/2017 11:23:28 AM,
55,1 Block MAIN ST,18JC0882,MONA,,,07/02/2018 05:46:11 PM,Tuesday,9,06/26/2018 09:06:31 AM,Description: Criminal Mischief,861739947,CRIMINAL MISCHIEF,39.8158,"{'type': 'Point', 'coordinates': [-111.855, 39.8158]}",-111.855,Other,UT,07/09/2018 09:01:46 PM,
56,200 Block MAIN ST,16JC0757,EUREKA,,,05/26/2016 05:46:30 AM,Monday,16,05/23/2016 04:05:57 PM,Description: Traffic Accident-Injury,760504107,TRAFFIC ACCIDENT-INJURY,39.9547,"{'type': 'Point', 'coordinates': [-112.119, 39.9547]}",-112.119,Traffic,UT,07/11/2016 03:47:11 PM,
57,208900 Block I15 NB,16JC0978,JUAB CO NEP GR,,,07/11/2016 01:28:55 PM,Friday,8,07/01/2016 08:07:16 AM,Description: Traffic Accident-Injury,764634246,TRAFFIC ACCIDENT-INJURY,39.516,"{'type': 'Point', 'coordinates': [-111.963, 39.516]}",-111.963,Traffic,UT,07/14/2016 10:09:42 AM,
58,241000 Block I15 SB,16JC0985,JUAB CO MON GR,,,07/11/2016 01:28:55 PM,Friday,23,07/01/2016 11:07:17 PM,Description: Citizen Assist,764634241,CITIZEN ASSIST,39.9313,"{'type': 'Point', 'coordinates': [-111.811, 39.9313]}",-111.811,Community Policing,UT,07/14/2016 10:09:42 AM,
59,1 Block CENTER ST,17JC1596,MONA,,,12/18/2017 11:05:42 AM,Friday,6,12/15/2017 06:12:18 AM,Description: Citizen Assist,829250410,CITIZEN ASSIST,39.8162,"{'type': 'Point', 'coordinates': [-111.857, 39.8162]}",-111.857,Community Policing,UT,12/28/2017 06:38:41 PM,
60,1 Block W 700 SOUTH ST,12JC0141,MONA,,null,03/12/2012 09:25:28 PM,Wednesday,14,02/29/2012 02:02:55 PM,Description: Animal Problem,102745779,ANIMAL PROBLEM,39.8065707484,"{'type': 'Point', 'coordinates': [-111.855957, 39.806571]}",-111.8559567,Community Policing,UT,03/20/2012 08:00:15 AM,null
61,1 Block W 200 SOUTH ST,16JC0125,MONA,,,02/01/2016 06:40:23 AM,Thursday,16,01/28/2016 04:01:50 PM,Description: Animal Problem,748497674,ANIMAL PROBLEM,39.8133,"{'type': 'Point', 'coordinates': [-111.857, 39.8133]}",-111.857,Community Policing,UT,02/07/2016 09:12:30 AM,
62,GOSHEN CANYON ST,16JC0154,JUAB CO MON GR,,,02/05/2016 06:42:37 AM,Tuesday,15,02/02/2016 03:02:17 PM,Description: Citizen Assist,749025753,CITIZEN ASSIST,39.8209,"{'type': 'Point', 'coordinates': [-111.873, 39.8209]}",-111.873,Community Policing,UT,02/12/2016 09:00:24 AM,
63,1 Block MAIN ST,16JC0171,LEVAN,,,02/11/2016 06:35:30 AM,Sunday,7,02/07/2016 07:02:33 AM,Description: Citizen Assist,749583313,CITIZEN ASSIST,39.5587,"{'type': 'Point', 'coordinates': [-111.864, 39.5587]}",-111.864,Community Policing,UT,02/20/2016 09:00:10 AM,
64,100 Block N 200 WEST ST,16JC0737,MONA,,,05/22/2016 05:45:52 AM,Thursday,15,05/19/2016 03:05:44 PM,Description: Citizen Assist,760154432,CITIZEN ASSIST,39.8176,"{'type': 'Point', 'coordinates': [-111.859, 39.8176]}",-111.859,Community Policing,UT,07/11/2016 03:47:11 PM,
65,CHICKEN CREEK,16JC0747,JUAB CO LEV GR,,,05/23/2016 05:45:55 AM,Friday,23,05/20/2016 11:05:18 PM,Description: Traffic Offense,760215086,TRAFFIC OFFENSE,39.5084,"{'type': 'Point', 'coordinates': [-111.731, 39.5084]}",-111.731,Traffic,UT,07/11/2016 03:47:11 PM,
66,BURRASTON PONDS,16JC0990,JUAB CO MON GR,,,07/11/2016 01:28:55 PM,Saturday,10,07/02/2016 10:07:26 AM,Description: Citizen Assist,764634253,CITIZEN ASSIST,39.7936,"{'type': 'Point', 'coordinates': [-111.86, 39.7936]}",-111.86,Community Policing,UT,07/15/2016 10:10:58 AM,
67,BURRASTON PONDS,16JC0992,JUAB CO MON GR,,,07/11/2016 01:28:55 PM,Saturday,17,07/02/2016 05:07:53 PM,Description: Citizen Assist,764634259,CITIZEN ASSIST,39.7936,"{'type': 'Point', 'coordinates': [-111.86, 39.7936]}",-111.86,Community Policing,UT,07/15/2016 10:10:58 AM,
68,WEST SAGE,16JC1150,JUAB CO NEP GR,,,08/09/2016 08:02:54 AM,Tuesday,11,08/02/2016 11:08:40 AM,Description: Traffic Accident-Injury,767293738,TRAFFIC ACCIDENT-INJURY,39.5291,"{'type': 'Point', 'coordinates': [-112.068, 39.5291]}",-112.068,Traffic,UT,08/15/2016 10:09:18 AM,
69,1 Block MAIN ST,16JC1437,EUREKA,,,09/29/2016 08:07:08 AM,Monday,3,09/26/2016 03:09:27 AM,Description: Citizen Assist,774222922,CITIZEN ASSIST,39.9555,"{'type': 'Point', 'coordinates': [-112.114, 39.9555]}",-112.114,Community Policing,UT,11/14/2016 04:33:45 PM,
70,300 Block S 300 EAST ST,16JC1454,MONA,,,10/03/2016 08:07:17 AM,Friday,17,09/30/2016 05:09:26 PM,Description: Citizen Assist,774584968,CITIZEN ASSIST,39.811,"{'type': 'Point', 'coordinates': [-111.85, 39.811]}",-111.85,Community Policing,UT,11/14/2016 04:33:45 PM,
71,100 Block CLARK DR,12JC0137,EUREKA,,null,03/12/2012 09:25:28 PM,Monday,18,02/27/2012 06:02:08 PM,Description: Citizen Dispute,102745786,CITIZEN DISPUTE,39.9580707484,"{'type': 'Point', 'coordinates': [-112.113497, 39.958071]}",-112.1134967,Community Policing,UT,03/18/2012 08:00:13 AM,null
72,1 Block E 300 NORTH ST,12JC0147,LEVAN,,null,03/16/2012 08:00:07 AM,Monday,8,03/05/2012 08:03:29 AM,Description: Citizen Assist,103084769,CITIZEN ASSIST,435.7920907484,"{'type': 'Point', 'coordinates': [-1230.160617, 435.792091]}",-1230.1606167,Community Policing,UT,03/25/2012 08:00:27 AM,null
73,200 Block MAIN ST,12JC0150,LEVAN,,null,03/19/2012 08:00:14 AM,Monday,18,03/05/2012 06:03:00 PM,Description: Citizen Assist,103466777,CITIZEN ASSIST,435.7190207484,"{'type': 'Point', 'coordinates': [-1230.164227, 435.719021]}",-1230.1642267,Community Policing,UT,03/25/2012 08:00:27 AM,null
74,300 Block E 200 SOUTH ST,12JC0149,LEVAN,,null,03/19/2012 08:00:14 AM,Monday,15,03/05/2012 03:03:10 PM,Description: Citizen Assist,103466778,CITIZEN ASSIST,435.7193807484,"{'type': 'Point', 'coordinates': [-1230.106767, 435.719381]}",-1230.1067667,Community Policing,UT,03/25/2012 08:00:27 AM,null
75,1 Block MAIN ST,12JC0161,LEVAN,,null,03/22/2012 08:00:08 AM,Sunday,1,03/11/2012 01:03:46 AM,Description: Citizen Assist,104019567,CITIZEN ASSIST,435.7513907484,"{'type': 'Point', 'coordinates': [-1230.164317, 435.751391]}",-1230.1643167,Community Policing,UT,03/31/2012 08:00:19 AM,null
76,500 Block CENTER ST,12JC0162,MONA,,null,03/22/2012 08:00:08 AM,Sunday,17,03/11/2012 05:03:50 PM,Description: Citizen Assist,104019568,CITIZEN ASSIST,438.3384107484,"{'type': 'Point', 'coordinates': [-1229.958527, 438.338411]}",-1229.9585267,Community Policing,UT,03/31/2012 08:00:19 AM,null
77,OLD HIGHWAY 91,12JC0168,JUAB CO NEP GR,,null,03/24/2012 08:00:21 AM,Tuesday,23,03/13/2012 11:03:01 PM,Description: Animal Problem,104273092,ANIMAL PROBLEM,433.9832907484,"{'type': 'Point', 'coordinates': [-1232.284637, 433.983291]}",-1232.2846367,Community Policing,UT,04/02/2012 08:00:40 AM,null
78,OLD YUBA DAM RD,12JC0181,JUAB CO NEP GR,,null,04/02/2012 08:00:40 AM,Thursday,16,03/22/2012 04:03:43 PM,Description: Traffic Offense,105261554,TRAFFIC OFFENSE,434.5379407484,"{'type': 'Point', 'coordinates': [-1231.861357, 434.537941]}",-1231.8613567,Traffic,UT,04/11/2012 07:59:26 AM,null
79,MONA RESERVOIR,18JC0784,JUAB MONA,,,06/11/2018 03:38:35 AM,Thursday,16,06/07/2018 04:06:35 PM,Description: Traffic Offense,856954616,TRAFFIC OFFENSE,39.872,"{'type': 'Point', 'coordinates': [-111.881, 39.872]}",-111.881,Traffic,UT,06/21/2018 05:02:19 AM,
80,300 Block W 700 SOUTH ST,17JC1655,MONA,,,01/01/2018 11:05:50 AM,Friday,16,12/29/2017 04:12:37 PM,Description: Animal Problem,830629641,ANIMAL PROBLEM,39.8064,"{'type': 'Point', 'coordinates': [-111.861, 39.8064]}",-111.861,Community Policing,UT,01/12/2018 03:45:19 PM,
81,100 Block CHURCH ST,17JC1565,EUREKA,,,12/06/2017 11:05:43 AM,Sunday,13,12/03/2017 01:12:43 PM,Description: Citizen Dispute,828351383,CITIZEN DISPUTE,39.9565,"{'type': 'Point', 'coordinates': [-112.123, 39.9565]}",-112.123,Community Policing,UT,12/16/2017 11:41:28 AM,
82,600 Block PLATT LN,17JC1567,MONA,,,12/07/2017 11:06:02 AM,Monday,17,12/04/2017 05:12:34 PM,Description: Citizen Assist,828438306,CITIZEN ASSIST,39.8141,"{'type': 'Point', 'coordinates': [-111.841, 39.8141]}",-111.841,Community Policing,UT,12/17/2017 01:10:17 PM,
