column 1,address_1,case_number,city,clearance_type,created_at,day_of_week,hour_of_day,incident_datetime,incident_description,incident_id,incident_type_primary,latitude,location,longitude,parent_incident_type,state,updated_at,zip
537,1200 Block S COMMERCE WAY,16-P01500,PERRY,,09/25/2016 10:33:29 AM,Saturday,11,09/24/2016 11:24:32 AM,Fraud,773927971,fraud,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Theft,UT,11/23/2016 01:31:25 PM,84302
538,1500 Block S VALLEY VIEW DR,16-P01506,PERRY,,09/26/2016 10:33:27 AM,Sunday,7,09/25/2016 07:37:42 AM,Vehicle Burg,773984340,Vehicle Burg,41.4805509,"{'type': 'Point', 'coordinates': [-112.0130516, 41.4805509]}",-112.0130516,Theft from Vehicle,UT,11/24/2016 09:29:32 PM,84302
539,2200 Block S LINDA WAY,16-P01507,PERRY,,09/26/2016 10:33:27 AM,Sunday,8,09/25/2016 08:48:25 AM,Vehicle Burg,773984341,Vehicle Burg,41.469715,"{'type': 'Point', 'coordinates': [-112.036083, 41.469715]}",-112.036083,Theft from Vehicle,UT,11/24/2016 09:29:32 PM,84302
540,2300 Block S LINDA WAY,16-P01516,PERRY,,09/27/2016 10:33:32 AM,Monday,12,09/26/2016 12:54:02 PM,Theft,774069998,Theft,41.4683009,"{'type': 'Point', 'coordinates': [-112.036893, 41.4683009]}",-112.036893,Theft,UT,11/25/2016 01:31:26 PM,84302
541,1200 Block S COMMERCE WAY,16-P01518,PERRY,,09/27/2016 10:33:32 AM,Monday,15,09/26/2016 03:49:16 PM,Fraud,774069999,fraud,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Theft,UT,11/25/2016 01:31:26 PM,84302
542,3000 Block S PERRY ST,16-P01525,PERRY,,09/28/2016 10:33:37 AM,Tuesday,9,09/27/2016 09:54:49 AM,Property Damage,774152549,Property Damage,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Property Crime,UT,11/28/2016 11:54:59 PM,84302
543,600 Block W 2600 S,16-P01526,PERRY,,09/28/2016 10:33:37 AM,Tuesday,13,09/27/2016 01:09:31 PM,Drugs,774152550,Drugs,41.462433,"{'type': 'Point', 'coordinates': [-112.031745, 41.462433]}",-112.031745,Drugs,UT,11/28/2016 11:54:59 PM,84302
544,2000 Block S US 89,16-P01527,PERRY,,09/28/2016 10:33:38 AM,Tuesday,15,09/27/2016 03:21:41 PM,Theft,774152551,Theft,41.4728393,"{'type': 'Point', 'coordinates': [-112.026946, 41.4728393]}",-112.026946,Theft,UT,11/28/2016 11:54:59 PM,84302
545,1200 Block S COMMERCE WAY,16-P01538,PERRY,,09/29/2016 10:33:38 AM,Wednesday,14,09/28/2016 02:23:37 PM,Theft,774235653,Theft,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Theft,UT,11/29/2016 06:41:47 AM,84302
546,900 Block W WHITE ST,16-P01559,PERRY,,10/02/2016 10:33:39 AM,Saturday,12,10/01/2016 12:00:29 PM,Keep The Peace,774486057,Keep The Peace,41.4614148,"{'type': 'Point', 'coordinates': [-112.0398093, 41.4614148]}",-112.0398093,Disorder,UT,11/30/2016 01:32:10 PM,84302
547,1200 Block S COMMERCE WAY,16-P01561,PERRY,,10/02/2016 10:33:39 AM,Saturday,13,10/01/2016 01:20:45 PM,Theft,774486059,Theft,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Theft,UT,11/30/2016 01:32:10 PM,84302
548,2200 Block S US 89,16-P01575,PERRY,,10/05/2016 10:33:50 AM,Monday,14,10/03/2016 02:10:13 PM,Fraud,774969659,fraud,41.469383,"{'type': 'Point', 'coordinates': [-112.03035, 41.469383]}",-112.03035,Theft,UT,12/02/2016 01:31:25 PM,84302
549,3800 Block S US 89,16-P01585,PERRY,,10/05/2016 10:33:50 AM,Tuesday,21,10/04/2016 09:08:39 PM,Reckless Drivin,774969663,Reckless Drivin,41.4417152,"{'type': 'Point', 'coordinates': [-112.036913, 41.4417152]}",-112.036913,Traffic,UT,12/03/2016 01:31:14 PM,84302
550,3400 Block S US 89,16-P01606,PERRY,,10/09/2016 10:33:53 AM,Saturday,19,10/08/2016 07:45:49 PM,Reckless Drivin,775944044,Reckless Drivin,41.4470985,"{'type': 'Point', 'coordinates': [-112.037663, 41.4470985]}",-112.037663,Traffic,UT,12/07/2016 01:31:21 PM,84302
551,1000 Block S POINTE PERRY DR,16-P01609,PERRY,,10/09/2016 10:33:53 AM,Saturday,23,10/08/2016 11:08:06 PM,Disorderly,775944047,Disorderly,41.4630527,"{'type': 'Point', 'coordinates': [-112.0428376, 41.4630527]}",-112.0428376,Disorder,UT,12/07/2016 01:31:21 PM,84302
552,900 Block W 2520 S,16-P01622,PERRY,,10/10/2016 10:33:52 AM,Sunday,22,10/09/2016 10:35:22 PM,Trespassing,776053017,Trespassing,41.4651481,"{'type': 'Point', 'coordinates': [-112.0377945, 41.4651481]}",-112.0377945,Other,UT,12/08/2016 01:31:54 PM,84302
553,3000 Block S US 89,16-P01636,PERRY,,10/12/2016 10:33:10 AM,Tuesday,8,10/11/2016 08:01:54 AM,Reckless Drivin,776781039,Reckless Drivin,41.4552782,"{'type': 'Point', 'coordinates': [-112.0387078, 41.4552782]}",-112.0387078,Traffic,UT,12/10/2016 01:32:33 PM,84302
554,1200 Block S COMMERCE WAY,16-P01637,PERRY,,10/12/2016 10:33:10 AM,Tuesday,8,10/11/2016 08:40:47 AM,Fraud,776781040,fraud,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Theft,UT,12/10/2016 01:32:33 PM,84302
555,3000 Block S PERRY ST,16-P01646,PERRY,,10/14/2016 10:33:16 AM,Wednesday,6,10/12/2016 06:45:39 AM,Child Abuse,777060590,Child Abuse,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Family Offense,UT,12/11/2016 01:31:13 PM,84302
556,3000 Block S PERRY ST,16-P01649,PERRY,,10/13/2016 10:33:08 AM,Wednesday,11,10/12/2016 11:31:17 AM,Property Damage,776888547,Property Damage,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Property Crime,UT,12/11/2016 01:31:13 PM,84302
557,700 Block W DAVIS DR,16-P01650,PERRY,,10/13/2016 10:33:08 AM,Wednesday,14,10/12/2016 02:05:57 PM,Property Damage,776888548,Property Damage,41.470025,"{'type': 'Point', 'coordinates': [-112.033331, 41.470025]}",-112.033331,Property Crime,UT,12/11/2016 01:31:14 PM,84302
558,3200 Block S 1450 W,16-P01676,PERRY,,10/16/2016 10:33:17 AM,Saturday,10,10/15/2016 10:10:13 AM,Theft,777198792,Theft,41.450446,"{'type': 'Point', 'coordinates': [-112.050249, 41.450446]}",-112.050249,Theft,UT,12/14/2016 01:32:53 PM,84302
559,2700 Block S 1000 W,16-P01677,PERRY,,10/16/2016 10:33:17 AM,Saturday,10,10/15/2016 10:52:56 AM,Keep The Peace,777198793,Keep The Peace,41.4588901,"{'type': 'Point', 'coordinates': [-112.0385672, 41.4588901]}",-112.0385672,Disorder,UT,12/14/2016 01:32:53 PM,84302
560,2100 Block S 450 W,16-P01679,PERRY,,10/16/2016 10:33:17 AM,Saturday,14,10/15/2016 02:20:33 PM,Theft,777198795,Theft,41.470255,"{'type': 'Point', 'coordinates': [-112.027275, 41.470255]}",-112.027275,Theft,UT,12/14/2016 01:32:53 PM,84302
561,1400 Block W WHITE ST,16-P01693,PERRY,,10/18/2016 10:33:25 AM,Monday,17,10/17/2016 05:23:36 PM,Burglary,777378953,Burglary,41.4635578,"{'type': 'Point', 'coordinates': [-112.0520923, 41.4635578]}",-112.0520923,Breaking & Entering,UT,12/16/2016 01:31:06 PM,84302
562,1500 Block S COMMERCE WAY,16-P01706,PERRY,,10/19/2016 10:33:25 AM,Tuesday,8,10/18/2016 08:51:12 AM,Reckless Drivin,777575277,Reckless Drivin,41.4835079,"{'type': 'Point', 'coordinates': [-112.0283537, 41.4835079]}",-112.0283537,Traffic,UT,12/17/2016 01:31:55 PM,84302
563,1900 Block S US 89,16-P01734,PERRY,,10/22/2016 10:33:26 AM,Friday,14,10/21/2016 02:40:20 PM,Missing Person,778007713,Missing Person,41.4759378,"{'type': 'Point', 'coordinates': [-112.0248581, 41.4759378]}",-112.0248581,Missing Person,UT,12/20/2016 01:31:54 PM,84302
564,3000 Block S PERRY ST,16-P01735,PERRY,,10/22/2016 10:33:26 AM,Friday,14,10/21/2016 02:52:46 PM,Harassment,778007714,Harassment,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Assault,UT,12/20/2016 01:31:54 PM,84302
565,400 Block W 2000 S,16-P01738,PERRY,,10/22/2016 10:33:26 AM,Friday,17,10/21/2016 05:35:49 PM,Threatening,778007717,Threatening,41.4740759,"{'type': 'Point', 'coordinates': [-112.025138, 41.4740759]}",-112.025138,Assault,UT,12/20/2016 01:31:54 PM,84302
566,2600 Block S US 89,16-P01750,PERRY,,10/23/2016 10:33:45 AM,Saturday,11,10/22/2016 11:03:29 AM,Theft,778073321,Theft,41.4619528,"{'type': 'Point', 'coordinates': [-112.0356058, 41.4619528]}",-112.0356058,Theft,UT,12/21/2016 01:31:09 PM,84302
567,300 Block W 1700 S,16-P01757,PERRY,,10/23/2016 10:33:45 AM,Saturday,23,10/22/2016 11:13:41 PM,Family Fight,778073327,Family Fight,41.4793501,"{'type': 'Point', 'coordinates': [-112.0233281, 41.4793501]}",-112.0233281,Family Offense,UT,12/21/2016 01:31:09 PM,84302
568,1200 Block S COMMERCE WAY,16-P01775,PERRY,,10/26/2016 10:33:44 AM,Tuesday,18,10/25/2016 06:34:22 PM,Theft,778449478,Theft,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Theft,UT,12/24/2016 01:31:46 PM,84302
569,1900 Block S US 89,16-P01801,PERRY,,10/29/2016 10:33:34 AM,Friday,18,10/28/2016 06:44:52 PM,Hit & Run PD,779293557,Hit & Run PD,41.4759378,"{'type': 'Point', 'coordinates': [-112.0248581, 41.4759378]}",-112.0248581,Traffic,UT,12/27/2016 01:32:00 PM,84302
570,1000 Block S POINTE PERRY DR,16-P01803,PERRY,,10/29/2016 10:33:34 AM,Saturday,0,10/29/2016 12:43:58 AM,Hit & Run PD,779293558,Hit & Run PD,41.4630527,"{'type': 'Point', 'coordinates': [-112.0428376, 41.4630527]}",-112.0428376,Traffic,UT,12/28/2016 01:31:44 PM,84302
571,1400 Block S COMMERCE WAY,16-P01819,PERRY,,10/31/2016 10:33:46 AM,Sunday,10,10/30/2016 10:16:27 AM,Reckless Drivin,779466585,Reckless Drivin,41.4835556,"{'type': 'Point', 'coordinates': [-112.0276493, 41.4835556]}",-112.0276493,Traffic,UT,12/29/2016 01:32:04 PM,84302
572,2700 Block S PEACH ST,16-P01845,PERRY,,11/02/2016 10:33:54 AM,Tuesday,7,11/01/2016 07:57:28 AM,Vandalism,779617255,Vandalism,41.4598215,"{'type': 'Point', 'coordinates': [-112.0306897, 41.4598215]}",-112.0306897,Property Crime,UT,12/31/2016 01:32:10 PM,84302
573,2800 Block S PEACH ST,16-P01846,PERRY,,11/02/2016 10:33:54 AM,Tuesday,8,11/01/2016 08:19:11 AM,Vandalism,779617256,Vandalism,41.45975199999999,"{'type': 'Point', 'coordinates': [-112.031069, 41.459752]}",-112.031069,Property Crime,UT,12/31/2016 01:32:10 PM,84302
574,2500 Block S 700 W,16-P01848,PERRY,,11/02/2016 10:33:54 AM,Tuesday,19,11/01/2016 07:11:43 PM,Burglary,779617258,Burglary,41.463268,"{'type': 'Point', 'coordinates': [-112.032845, 41.463268]}",-112.032845,Breaking & Entering,UT,12/31/2016 01:32:10 PM,84302
575,1600 Block S US 89,16-P01856,PERRY,,11/03/2016 10:33:49 AM,Wednesday,18,11/02/2016 06:08:40 PM,Burglary,780222220,Burglary,41.4798079,"{'type': 'Point', 'coordinates': [-112.0211745, 41.4798079]}",-112.0211745,Breaking & Entering,UT,01/01/2017 01:31:17 PM,84302
576,1200 Block S COMMERCE WAY,16-P01873,PERRY,,11/05/2016 10:33:57 AM,Friday,8,11/04/2016 08:25:10 AM,Drugs,780414142,Drugs,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Drugs,UT,01/03/2017 01:31:01 PM,84302
577,1000 Block W WHITE ST,16-P01876,PERRY,,11/05/2016 10:33:57 AM,Friday,16,11/04/2016 04:45:24 PM,Hit & Run PD,780414144,Hit & Run PD,41.4618765,"{'type': 'Point', 'coordinates': [-112.0423588, 41.4618765]}",-112.0423588,Traffic,UT,01/03/2017 01:31:01 PM,84302
578,1200 Block W 3000 S,16-P01877,PERRY,,11/05/2016 10:33:57 AM,Friday,19,11/04/2016 07:44:18 PM,DUI,780414145,DUI,41.4555193,"{'type': 'Point', 'coordinates': [-112.0457999, 41.4555193]}",-112.0457999,Traffic,UT,01/03/2017 01:31:00 PM,84302
579,2100 Block S US 89,16-P01878,PERRY,,11/06/2016 11:33:52 AM,Saturday,11,11/05/2016 11:24:34 AM,Weapon Offense,780475603,Weapon Offense,41.4713924,"{'type': 'Point', 'coordinates': [-112.0282246, 41.4713924]}",-112.0282246,Weapons Offense,UT,01/04/2017 01:31:56 PM,84302
580,1200 Block S COMMERCE WAY,16-P01887,PERRY,,11/07/2016 11:33:55 AM,Sunday,14,11/06/2016 02:34:16 PM,Threatening,780587750,Threatening,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Assault,UT,01/05/2017 01:31:17 PM,84302
581,1000 Block S POINTE PERRY DR,16-P01888,PERRY,,11/07/2016 11:33:55 AM,Sunday,18,11/06/2016 06:48:11 PM,Hit & Run PD,780587751,Hit & Run PD,41.4630527,"{'type': 'Point', 'coordinates': [-112.0428376, 41.4630527]}",-112.0428376,Traffic,UT,01/05/2017 01:31:17 PM,84302
582,600 Block W LIBERTY CIR,16-P01924,PERRY,,11/11/2016 11:33:57 AM,Thursday,15,11/10/2016 03:22:09 PM,Vehicle Burg,780906808,Vehicle Burg,41.465516,"{'type': 'Point', 'coordinates': [-112.030214, 41.465516]}",-112.030214,Theft from Vehicle,UT,01/09/2017 01:31:13 PM,84302
583,2200 Block S US 89,16-P01929,PERRY,,11/11/2016 11:33:57 AM,Friday,3,11/11/2016 03:52:57 AM,Noise Complaint,780906812,Noise Complaint,41.469231,"{'type': 'Point', 'coordinates': [-112.029161, 41.469231]}",-112.029161,Disorder,UT,01/10/2017 01:31:28 PM,84302
584,1500 Block S 25 E,16-P01964,PERRY,,11/18/2016 11:34:07 AM,Thursday,22,11/17/2016 10:45:15 PM,Family Fight,781493493,Family Fight,41.482164,"{'type': 'Point', 'coordinates': [-112.014399, 41.482164]}",-112.014399,Family Offense,UT,01/16/2017 01:31:24 PM,84302
585,2200 Block S US 89,16-P01967,PERRY,,11/19/2016 11:34:02 AM,Friday,10,11/18/2016 10:08:05 AM,Property Damage,781576521,Property Damage,41.4693404,"{'type': 'Point', 'coordinates': [-112.0299234, 41.4693404]}",-112.0299234,Property Crime,UT,01/17/2017 01:31:29 PM,84302
586,1500 Block S 25 E,16-P01985,PERRY,,11/21/2016 11:34:08 AM,Sunday,14,11/20/2016 02:51:15 PM,Family Fight,781755073,Family Fight,41.482164,"{'type': 'Point', 'coordinates': [-112.014399, 41.482164]}",-112.014399,Family Offense,UT,01/19/2017 01:31:19 PM,84302
587,2700 Block S 600 W,16-P01999,PERRY,,11/23/2016 11:34:09 AM,Tuesday,17,11/22/2016 05:31:22 PM,Noise Complaint,781922936,Noise Complaint,41.460123,"{'type': 'Point', 'coordinates': [-112.031822, 41.460123]}",-112.031822,Disorder,UT,01/21/2017 01:32:28 PM,84302
588,300 Block W 1700 S,16-P02043,PERRY,,11/28/2016 11:34:20 AM,Sunday,20,11/27/2016 08:43:33 PM,Family Fight,782203288,Family Fight,41.4793501,"{'type': 'Point', 'coordinates': [-112.0233281, 41.4793501]}",-112.0233281,Family Offense,UT,01/26/2017 01:32:15 PM,84302
589,1900 Block S US 89,16-P02072,PERRY,,12/02/2016 11:34:15 AM,Thursday,18,12/01/2016 06:59:08 PM,Reckless Drivin,782938593,Reckless Drivin,41.4759378,"{'type': 'Point', 'coordinates': [-112.0248581, 41.4759378]}",-112.0248581,Traffic,UT,01/30/2017 01:32:34 PM,84302
590,1200 Block S COMMERCE WAY,16-P02073,PERRY,,12/02/2016 11:34:15 AM,Thursday,19,12/01/2016 07:30:50 PM,Disorderly,782938594,Disorderly,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Disorder,UT,01/30/2017 01:32:33 PM,84302
591,100 Block W 1750 S,16-P02080,PERRY,,12/03/2016 11:34:12 AM,Friday,15,12/02/2016 03:26:50 PM,Keep The Peace,783023502,Keep The Peace,41.478267,"{'type': 'Point', 'coordinates': [-112.018099, 41.478267]}",-112.018099,Disorder,UT,01/31/2017 01:32:26 PM,84302
592,2000 Block S 100 W,16-P02103,PERRY,,12/06/2016 11:34:27 AM,Monday,15,12/05/2016 03:22:05 PM,Vandalism,783282326,Vandalism,41.4696881,"{'type': 'Point', 'coordinates': [-112.0210489, 41.4696881]}",-112.0210489,Property Crime,UT,01/31/2017 01:32:26 PM,84302
593,2900 Block S 1355 W,16-P02104,PERRY,,12/07/2016 11:34:20 AM,Monday,17,12/05/2016 05:28:59 PM,Keep The Peace,784178512,Keep The Peace,41.455808,"{'type': 'Point', 'coordinates': [-112.049406, 41.455808]}",-112.049406,Disorder,UT,01/31/2017 01:32:26 PM,84302
594,3000 Block S PERRY ST,16-P02112,PERRY,,12/08/2016 11:34:29 AM,Wednesday,9,12/07/2016 09:31:11 AM,Fraud,784265533,fraud,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft,UT,01/31/2017 01:32:26 PM,84302
595,3000 Block S PERRY ST,16-P02154,PERRY,,12/12/2016 11:34:39 AM,Sunday,15,12/11/2016 03:17:41 PM,Harassment,784773823,Harassment,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Assault,UT,01/31/2017 01:32:27 PM,84302
596,1000 Block S POINTE PERRY DR,16-P02195,PERRY,,01/23/2017 11:35:43 AM,Friday,2,12/16/2016 02:57:42 AM,Hit & Run PD,790449927,Hit & Run PD,41.4630527,"{'type': 'Point', 'coordinates': [-112.0428376, 41.4630527]}",-112.0428376,Traffic,UT,01/31/2017 01:32:27 PM,84302
597,2700 Block S 725 W,16-P02197,PERRY,,12/17/2016 11:34:30 AM,Friday,14,12/16/2016 02:11:21 PM,Weapon Offense,785993818,Weapon Offense,41.460346,"{'type': 'Point', 'coordinates': [-112.033472, 41.460346]}",-112.033472,Weapons Offense,UT,01/31/2017 01:32:27 PM,84302
598,2400 Block S PEACH ST,16-P02199,PERRY,,12/17/2016 11:34:30 AM,Friday,18,12/16/2016 06:55:12 PM,Burglary,785993820,Burglary,41.4650115,"{'type': 'Point', 'coordinates': [-112.0266105, 41.4650115]}",-112.0266105,Breaking & Entering,UT,01/31/2017 01:32:27 PM,84302
599,1200 Block S COMMERCE WAY,16-P02203,PERRY,,12/18/2016 11:34:28 AM,Saturday,13,12/17/2016 01:52:03 PM,Theft,786064359,Theft,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Theft,UT,01/31/2017 01:32:27 PM,84302
600,1200 Block S COMMERCE WAY,16-P02205,PERRY,,12/18/2016 11:34:28 AM,Saturday,18,12/17/2016 06:13:57 PM,Trespassing,786064361,Trespassing,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Other,UT,01/31/2017 01:32:27 PM,84302
601,500 Block W WASATCH HILLS DR,16-P02214,PERRY,,12/20/2016 11:34:31 AM,Monday,10,12/19/2016 10:32:41 AM,Theft,786248247,Theft,41.4691892,"{'type': 'Point', 'coordinates': [-112.0281252, 41.4691892]}",-112.0281252,Theft,UT,01/31/2017 01:32:27 PM,84302
602,1200 Block S COMMERCE WAY,16-P02249,PERRY,,12/24/2016 11:34:31 AM,Friday,12,12/23/2016 12:19:55 PM,Theft,786570467,Theft,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Theft,UT,01/31/2017 01:32:28 PM,84302
603,300 Block W 1700 S,16-P02272,PERRY,,12/27/2016 11:34:43 AM,Monday,19,12/26/2016 07:04:51 PM,Keep The Peace,786791170,Keep The Peace,41.4793501,"{'type': 'Point', 'coordinates': [-112.0233281, 41.4793501]}",-112.0233281,Disorder,UT,01/31/2017 01:32:28 PM,84302
604,1200 Block S COMMERCE WAY,16-P02297,PERRY,,12/31/2016 11:34:56 AM,Friday,12,12/30/2016 12:26:57 PM,Trespassing,787157244,Trespassing,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Other,UT,01/31/2017 01:32:28 PM,84302
605,2700 Block S PEACH ST,17-P00005,PERRY,,01/02/2017 11:34:50 AM,Sunday,15,01/01/2017 03:14:39 PM,Family Fight,787449625,Family Fight,41.4598215,"{'type': 'Point', 'coordinates': [-112.0306897, 41.4598215]}",-112.0306897,Family Offense,UT,01/31/2017 01:32:29 PM,84302
606,1800 Block S 100 W,17-P00040,PERRY,,01/06/2017 11:35:04 AM,Thursday,14,01/05/2017 02:48:00 PM,Keep The Peace,787754832,Keep The Peace,41.476907,"{'type': 'Point', 'coordinates': [-112.01676, 41.476907]}",-112.01676,Disorder,UT,01/31/2017 01:32:15 PM,84302
607,2800 Block S US 89,17-P00041,PERRY,,01/06/2017 11:35:04 AM,Thursday,15,01/05/2017 03:43:12 PM,Fraud,787754833,fraud,41.45737099999999,"{'type': 'Point', 'coordinates': [-112.037671, 41.457371]}",-112.037671,Theft,UT,01/31/2017 01:32:15 PM,84302
608,1800 Block S 100 W,17-P00044,PERRY,,01/06/2017 11:35:04 AM,Thursday,20,01/05/2017 08:17:48 PM,Family Fight,787754836,Family Fight,41.476907,"{'type': 'Point', 'coordinates': [-112.01676, 41.476907]}",-112.01676,Family Offense,UT,01/31/2017 01:32:16 PM,84302
609,1100 Block S COMMERCE WAY,17-P00059,BRIGHAM CITY,,01/08/2017 11:35:04 AM,Saturday,7,01/07/2017 07:29:19 AM,Keep The Peace,788307620,Keep The Peace,41.4854787,"{'type': 'Point', 'coordinates': [-112.0282881, 41.4854787]}",-112.0282881,Disorder,UT,01/31/2017 01:32:16 PM,84302
610,3000 Block S PERRY ST,17-P00061,PERRY,,01/08/2017 11:35:04 AM,Saturday,13,01/07/2017 01:03:05 PM,Harassment,788307622,Harassment,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Assault,UT,01/31/2017 01:32:15 PM,84302
611,2400 Block S US 89,17-P00100,PERRY,,01/12/2017 11:35:26 AM,Wednesday,18,01/11/2017 06:06:20 PM,Hit & Run PD,788688054,Hit & Run PD,41.464877,"{'type': 'Point', 'coordinates': [-112.03427, 41.464877]}",-112.03427,Traffic,UT,01/31/2017 01:32:16 PM,84302
612,1800 Block S US 89,17-P00118,PERRY,,01/15/2017 11:35:22 AM,Saturday,13,01/14/2017 01:17:57 PM,Reckless Drivin,789282839,Reckless Drivin,41.4769227,"{'type': 'Point', 'coordinates': [-112.023604, 41.4769227]}",-112.023604,Traffic,UT,01/31/2017 01:32:16 PM,84302
613,1600 Block W 1100 S,17-P00132,PERRY,,01/16/2017 11:35:28 AM,Sunday,20,01/15/2017 08:36:20 PM,Property Damage,789392554,Property Damage,41.4854064,"{'type': 'Point', 'coordinates': [-112.0581227, 41.4854064]}",-112.0581227,Property Crime,UT,01/31/2017 01:32:16 PM,84302
614,1200 Block S COMMERCE WAY,17-P00143,PERRY,,01/17/2017 11:35:39 AM,Monday,15,01/16/2017 03:10:07 PM,Harassment,789454228,Harassment,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Assault,UT,01/31/2017 01:32:16 PM,84302
615,1200 Block S COMMERCE WAY,17-P00147,PERRY,,01/23/2017 11:35:45 AM,Tuesday,10,01/17/2017 10:31:50 AM,Theft,790450108,Theft,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Theft,UT,01/31/2017 01:32:16 PM,84302
616,2500 Block S PEACH ST,17-P00186,PERRY,,01/23/2017 11:35:45 AM,Monday,4,01/23/2017 04:43:50 AM,Stab/Gunshot,790450111,Stab/Gunshot,41.463348,"{'type': 'Point', 'coordinates': [-112.026972, 41.463348]}",-112.026972,Assault with Deadly Weapon,UT,01/31/2017 01:32:17 PM,84302
617,1200 Block S COMMERCE WAY,17-P00218,PERRY,,01/28/2017 11:35:51 AM,Friday,19,01/27/2017 07:36:03 PM,Fraud,790972529,fraud,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Theft,UT,01/31/2017 01:32:17 PM,84302
618,2700 Block S 1000 W,17-P00254,PERRY,,01/31/2017 11:36:06 AM,Tuesday,0,01/31/2017 12:13:06 AM,Noise Complaint,791217938,Noise Complaint,41.4588901,"{'type': 'Point', 'coordinates': [-112.0385672, 41.4588901]}",-112.0385672,Disorder,UT,01/31/2017 01:31:56 PM,84302
619,2300 Block S 385 W,18-P01007,PERRY,,03/08/2018 04:38:31 PM,Wednesday,17,03/07/2018 05:14:54 PM,Keep The Peace,836569819,Keep The Peace,41.466766,"{'type': 'Point', 'coordinates': [-112.024364, 41.466766]}",-112.024364,Disorder,UT,04/29/2018 09:02:33 PM,84302
620,2200 Block S US 89,18-P01059,PERRY,,03/11/2018 12:50:13 PM,Saturday,23,03/10/2018 11:21:37 PM,Family Fight,836930536,Family Fight,41.46998130000001,"{'type': 'Point', 'coordinates': [-112.0299299, 41.46998130000001]}",-112.0299299,Family Offense,UT,04/29/2018 09:02:39 PM,84302
621,900 Block W WHITE ST,18-P01183,PERRY,,03/18/2018 10:19:18 AM,Saturday,21,03/17/2018 09:36:55 PM,Noise Complaint,838374992,Noise Complaint,41.4609818,"{'type': 'Point', 'coordinates': [-112.0385345, 41.4609818]}",-112.0385345,Disorder,UT,04/29/2018 09:02:50 PM,84302
622,2200 Block S US 89,18-P01249,PERRY,,03/22/2018 02:00:13 PM,Thursday,7,03/22/2018 07:48:24 AM,Fraud,838768939,fraud,41.469236,"{'type': 'Point', 'coordinates': [-112.0291573, 41.469236]}",-112.0291573,Theft,UT,04/29/2018 09:02:55 PM,84302
623,3000 Block S PERRY ST,18-P01273,PERRY,,03/24/2018 09:21:07 AM,Friday,19,03/23/2018 07:04:49 PM,Fraud,839149718,fraud,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft,UT,04/29/2018 09:02:58 PM,84302
624,2400 Block S US 89,18-P01279,PERRY,,03/25/2018 02:32:27 AM,Saturday,18,03/24/2018 06:55:22 PM,Missing Person,839192897,Missing Person,41.4659855,"{'type': 'Point', 'coordinates': [-112.0327003, 41.4659855]}",-112.0327003,Missing Person,UT,04/29/2018 09:02:58 PM,84302
625,3800 Block S US 89,17-P03477,PERRY,,01/30/2018 10:01:47 PM,Thursday,14,12/07/2017 02:39:52 PM,Burglary,832916953,Burglary,41.4415303,"{'type': 'Point', 'coordinates': [-112.036867, 41.4415303]}",-112.036867,Breaking & Entering,UT,02/06/2018 06:26:23 AM,84302
