column 1,address_1,case_number,city,clearance_type,created_at,day_of_week,hour_of_day,incident_datetime,incident_description,incident_id,incident_type_primary,latitude,location,longitude,parent_incident_type,state,updated_at,zip
358,1000 Block S POINTE PERRY DR,15-P00375,PERRY,,04/12/2015 12:35:58 PM,Sunday,2,04/12/2015 02:46:57 AM,Trespassing,712570420,Trespassing,41.4620045,"{'type': 'Point', 'coordinates': [-112.0432171, 41.4620045]}",-112.0432171,Other,UT,06/11/2015 12:31:28 PM,
359,3000 Block S PERRY ST,15-P00384,PERRY,,04/14/2015 09:10:49 AM,Monday,11,04/13/2015 11:41:07 AM,Harassment,712739907,Harassment,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Assault,UT,06/12/2015 12:32:53 PM,84302
360,1400 Block W RED CHERRY DR,15-P00388,PERRY,,04/14/2015 09:10:49 AM,Monday,16,04/13/2015 04:14:49 PM,Property Damage,712739910,Property Damage,41.4637753,"{'type': 'Point', 'coordinates': [-112.0285165, 41.4637753]}",-112.0285165,Property Crime,UT,06/12/2015 12:32:54 PM,84302
361,700 Block W 2600 S,15-P00397,PERRY,,04/16/2015 09:10:53 AM,Wednesday,19,04/15/2015 07:38:21 PM,Family Fight,712895440,Family Fight,41.462452,"{'type': 'Point', 'coordinates': [-112.033404, 41.462452]}",-112.033404,Family Offense,UT,06/14/2015 02:37:42 PM,84302
362,3000 Block S PERRY ST,15-P00403,PERRY,,04/18/2015 09:10:58 AM,Friday,9,04/17/2015 09:57:05 AM,Forgery,713034529,forgery,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft,UT,06/16/2015 08:05:40 PM,84302
363,1000 Block S POINTE PERRY DR,15-P00409,PERRY,,04/19/2015 09:11:00 AM,Saturday,15,04/18/2015 03:06:23 PM,Vehicle Burg,713096297,Vehicle Burg,41.4620045,"{'type': 'Point', 'coordinates': [-112.0432171, 41.4620045]}",-112.0432171,Theft from Vehicle,UT,06/17/2015 09:28:23 PM,
364,2700 Block S 1000 W,15-P00414,PERRY,,04/20/2015 09:10:59 AM,Sunday,16,04/19/2015 04:35:56 PM,Keep The Peace,713148942,Keep The Peace,41.45889,"{'type': 'Point', 'coordinates': [-112.0385668, 41.45889]}",-112.0385668,Disorder,UT,06/19/2015 05:27:17 AM,84302
365,2600 Block S LINDA WAY,15-P00418,PERRY,,04/21/2015 09:11:00 AM,Monday,17,04/20/2015 05:00:16 PM,Threatening,713261137,Threatening,41.4659267,"{'type': 'Point', 'coordinates': [-112.0382491, 41.4659267]}",-112.0382491,Assault,UT,06/20/2015 11:29:15 PM,84302
366,2800 Block S 800 W,15-P00425,PERRY,,04/22/2015 09:10:58 AM,Tuesday,7,04/21/2015 07:33:48 AM,Theft,713399023,Theft,41.457609,"{'type': 'Point', 'coordinates': [-112.03529, 41.457609]}",-112.03529,Theft,UT,06/21/2015 03:49:56 PM,84302
367,1 Block E 1550 S,15-P00438,PERRY,,04/24/2015 09:11:08 AM,Thursday,18,04/23/2015 06:18:09 PM,Threatening,714038709,Threatening,41.480468,"{'type': 'Point', 'coordinates': [-112.014746, 41.480468]}",-112.014746,Assault,UT,06/23/2015 07:21:17 AM,84302
368,1800 Block S SUNRIDGE DR,15-P00442,PERRY,,04/26/2015 09:11:10 AM,Saturday,9,04/25/2015 09:37:15 AM,Missing Person,714187890,Missing Person,41.4751402,"{'type': 'Point', 'coordinates': [-112.0213941, 41.4751402]}",-112.0213941,Missing Person,UT,06/24/2015 11:15:13 PM,84302
369,2600 Block S 900 W,15-P00449,PERRY,,04/27/2015 09:11:12 AM,Sunday,12,04/26/2015 12:43:11 PM,Vehicle Burg,714250194,Vehicle Burg,41.462119,"{'type': 'Point', 'coordinates': [-112.03808, 41.462119]}",-112.03808,Theft from Vehicle,UT,06/25/2015 07:44:23 PM,84302
370,3000 Block S PERRY ST,15-P00882,PERRY,,08/02/2015 12:34:47 PM,Saturday,12,08/01/2015 12:11:19 PM,Fraud,725978515,fraud,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft,UT,09/30/2015 12:31:27 PM,84302
371,W 3000 S,15-P00885,PERRY,,08/02/2015 12:34:47 PM,Saturday,19,08/01/2015 07:33:04 PM,Theft,725978518,Theft,41.4554696,"{'type': 'Point', 'coordinates': [-112.0397992, 41.4554696]}",-112.0397992,Theft,UT,09/30/2015 12:31:28 PM,84302
372,1000 Block S POINTE PERRY DR,15-P00893,PERRY,,08/04/2015 12:35:15 PM,Monday,22,08/03/2015 10:36:16 PM,Fraud,726109966,fraud,41.4620045,"{'type': 'Point', 'coordinates': [-112.0432171, 41.4620045]}",-112.0432171,Theft,UT,10/02/2015 12:31:09 PM,84302
373,900 Block W WHITE ST,15-P00455,PERRY,,04/29/2015 09:11:13 AM,Tuesday,9,04/28/2015 09:12:22 AM,Simple Assault,714470585,Simple Assault,41.4614231,"{'type': 'Point', 'coordinates': [-112.039853, 41.4614231]}",-112.039853,Assault,UT,06/27/2015 12:31:00 PM,84302
374,400 Block W 2750 S,15-P00459,PERRY,,04/30/2015 09:11:13 AM,Wednesday,7,04/29/2015 07:23:38 AM,Burglary,714554897,Burglary,41.459926,"{'type': 'Point', 'coordinates': [-112.029003, 41.459926]}",-112.029003,Breaking & Entering,UT,06/28/2015 12:31:23 PM,84302
375,100 Block W MACE ST,15-P00493,PERRY,,05/07/2015 12:36:18 PM,Wednesday,9,05/06/2015 09:35:57 AM,Burglary,715137285,Burglary,41.4843948,"{'type': 'Point', 'coordinates': [-112.0201577, 41.4843948]}",-112.0201577,Breaking & Entering,UT,07/05/2015 12:31:21 PM,84302
376,1 Block E 1500 S,15-P00513,PERRY,,05/13/2015 12:36:19 PM,Tuesday,20,05/12/2015 08:12:12 PM,Weapon Offense,716018527,Weapon Offense,41.48217,"{'type': 'Point', 'coordinates': [-112.013985, 41.48217]}",-112.013985,Weapons Offense,UT,07/11/2015 12:31:07 PM,84302
377,2600 Block S PEACH ST,15-P00519,PERRY,,05/15/2015 12:36:32 PM,Thursday,9,05/14/2015 09:32:34 AM,Fraud,716523405,fraud,41.461784,"{'type': 'Point', 'coordinates': [-112.028554, 41.461784]}",-112.028554,Theft,UT,07/13/2015 12:31:05 PM,84302
378,1200 Block S COMMERCE WAY,15-P00529,PERRY,,05/16/2015 12:36:38 PM,Friday,15,05/15/2015 03:04:19 PM,Fraud,716607917,fraud,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Theft,UT,07/14/2015 12:31:15 PM,84302
379,1200 Block S COMMERCE WAY,15-P00537,PERRY,,05/19/2015 12:34:35 PM,Tuesday,1,05/19/2015 01:50:04 AM,Theft,717163563,Theft,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Theft,UT,07/18/2015 12:32:15 PM,84302
380,2400 Block S PEACH ST,15-P00539,PERRY,,05/20/2015 12:34:35 PM,Tuesday,7,05/19/2015 07:10:56 AM,Intoxication,717242327,Intoxication,41.4650115,"{'type': 'Point', 'coordinates': [-112.0266101, 41.4650115]}",-112.0266101,Liquor,UT,07/18/2015 12:32:15 PM,84302
381,3000 Block S PERRY ST,15-P00546,PERRY,,05/21/2015 12:34:43 PM,Wednesday,18,05/20/2015 06:36:39 PM,Theft,717324842,Theft,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft,UT,07/19/2015 12:31:09 PM,84302
382,1200 Block S COMMERCE WAY,15-P00556,PERRY,,05/24/2015 12:34:41 PM,Saturday,17,05/23/2015 05:52:48 PM,Theft,717914507,Theft,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Theft,UT,07/22/2015 12:31:07 PM,84302
383,2400 Block S PEACH ST,15-P00565,PERRY,,05/27/2015 12:34:35 PM,Tuesday,8,05/26/2015 08:56:01 AM,Noise Complaint,718123999,Noise Complaint,41.465227,"{'type': 'Point', 'coordinates': [-112.026227, 41.465227]}",-112.026227,Disorder,UT,07/25/2015 12:31:04 PM,84302
384,1 Block E 1500 S,15-P00571,PERRY,,05/28/2015 12:34:45 PM,Wednesday,16,05/27/2015 04:29:25 PM,Theft,718938276,Theft,41.4826871,"{'type': 'Point', 'coordinates': [-112.0133991, 41.4826871]}",-112.0133991,Theft,UT,07/26/2015 12:31:04 PM,84302
385,600 Block W 2600 S,15-P00580,PERRY,,05/30/2015 12:34:43 PM,Friday,12,05/29/2015 12:52:26 PM,Noise Complaint,719248253,Noise Complaint,41.462922,"{'type': 'Point', 'coordinates': [-112.032228, 41.462922]}",-112.032228,Disorder,UT,07/28/2015 12:30:56 PM,84302
386,1300 Block W 3050 S,15-P00583,PERRY,,05/30/2015 12:34:43 PM,Friday,23,05/29/2015 11:03:35 PM,Noise Complaint,719248255,Noise Complaint,41.454962,"{'type': 'Point', 'coordinates': [-112.047695, 41.454962]}",-112.047695,Disorder,UT,07/28/2015 12:30:57 PM,84302
387,3100 Block S PERRY ST,15-P00584,PERRY,,05/31/2015 12:34:38 PM,Saturday,8,05/30/2015 08:38:10 AM,Theft,719313118,Theft,41.453211,"{'type': 'Point', 'coordinates': [-112.044146, 41.453211]}",-112.044146,Theft,UT,07/29/2015 12:31:20 PM,84302
388,3000 Block S US 89,15-P00598,PERRY,,06/03/2015 12:34:42 PM,Tuesday,9,06/02/2015 09:00:00 AM,Reckless Drivin,719548857,Reckless Drivin,41.4552782,"{'type': 'Point', 'coordinates': [-112.0387075, 41.4552782]}",-112.0387075,Traffic,UT,08/01/2015 12:31:59 PM,84302
389,2700 Block S 1000 W,15-P00602,PERRY,,06/03/2015 12:34:42 PM,Tuesday,16,06/02/2015 04:48:18 PM,Simple Assault,719548860,Simple Assault,41.45889,"{'type': 'Point', 'coordinates': [-112.0385668, 41.45889]}",-112.0385668,Assault,UT,08/01/2015 12:31:59 PM,84302
390,2500 Block S CHERRY DR,15-P00606,PERRY,,06/04/2015 12:34:41 PM,Thursday,0,06/04/2015 12:20:36 AM,Vandalism,719638730,Vandalism,41.463415,"{'type': 'Point', 'coordinates': [-112.028412, 41.463415]}",-112.028412,Property Crime,UT,08/03/2015 12:30:53 PM,84302
391,1200 Block S COMMERCE WAY,15-P00617,PERRY,,06/06/2015 12:34:39 PM,Friday,15,06/05/2015 03:56:14 PM,Theft,719806727,Theft,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Theft,UT,08/04/2015 12:31:21 PM,84302
392,2000 Block S US 89,15-P00625,PERRY,,06/08/2015 12:35:09 PM,Sunday,20,06/07/2015 08:14:56 PM,Family Fight,719935914,Family Fight,41.4729321,"{'type': 'Point', 'coordinates': [-112.0269143, 41.4729321]}",-112.0269143,Family Offense,UT,08/06/2015 12:30:59 PM,84302
393,3000 Block S PERRY ST,15-P00627,PERRY,,06/09/2015 12:34:38 PM,Monday,13,06/08/2015 01:16:09 PM,Vehicle Burg,720038606,Vehicle Burg,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft from Vehicle,UT,08/07/2015 12:30:56 PM,84302
394,3000 Block S PERRY ST,15-P00636,PERRY,,06/10/2015 12:34:42 PM,Tuesday,17,06/09/2015 05:38:43 PM,Property Damage,720118566,Property Damage,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Property Crime,UT,08/08/2015 12:30:58 PM,84302
395,3000 Block S PERRY ST,15-P00639,PERRY,,06/11/2015 12:34:41 PM,Wednesday,15,06/10/2015 03:09:21 PM,Property Damage,720200341,Property Damage,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Property Crime,UT,08/09/2015 12:33:30 PM,84302
396,1200 Block S COMMERCE WAY,15-P00647,PERRY,,06/12/2015 12:34:39 PM,Thursday,15,06/11/2015 03:10:55 PM,Theft,720287729,Theft,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Theft,UT,08/10/2015 12:30:56 PM,84302
397,1200 Block S COMMERCE WAY,15-P00654,PERRY,,06/14/2015 12:34:41 PM,Saturday,14,06/13/2015 02:07:31 PM,Theft,720613909,Theft,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Theft,UT,08/12/2015 12:33:51 PM,84302
398,361000 Block I15 NB,15-P00655,PERRY,,06/15/2015 12:34:41 PM,Sunday,9,06/14/2015 09:10:13 AM,Reckless Drivin,720673298,Reckless Drivin,41.4649365,"{'type': 'Point', 'coordinates': [-112.0324456, 41.4649365]}",-112.0324456,Traffic,UT,08/13/2015 12:30:56 PM,
399,3000 Block S PERRY ST,15-P01479,PERRY,,12/14/2015 11:14:44 AM,Sunday,10,12/13/2015 10:52:21 AM,Theft,740229291,Theft,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft,UT,02/11/2016 01:31:07 PM,84302
400,3000 Block S PERRY ST,15-P01483,PERRY,,12/15/2015 11:14:41 AM,Monday,11,12/14/2015 11:47:17 AM,Property Damage,740351759,Property Damage,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Property Crime,UT,02/12/2016 01:31:09 PM,84302
401,1200 Block W CHERRY RIDGE DR,15-P00665,PERRY,,06/17/2015 12:34:52 PM,Tuesday,16,06/16/2015 04:55:25 PM,Noise Complaint,720836270,Noise Complaint,41.4495883,"{'type': 'Point', 'coordinates': [-112.0498282, 41.4495883]}",-112.0498282,Disorder,UT,08/15/2015 12:30:53 PM,84302
402,1 Block W 1425 S,15-P00672,PERRY,,06/20/2015 12:34:37 PM,Friday,11,06/19/2015 11:38:34 AM,Keep The Peace,721743761,Keep The Peace,41.483891,"{'type': 'Point', 'coordinates': [-112.015982, 41.483891]}",-112.015982,Disorder,UT,08/18/2015 12:30:57 PM,84302
403,1700 Block S 165 W,15-P00682,PERRY,,06/22/2015 12:35:02 PM,Sunday,16,06/21/2015 04:22:30 PM,Reckless Drivin,722039103,Reckless Drivin,41.4783964,"{'type': 'Point', 'coordinates': [-112.0203005, 41.4783964]}",-112.0203005,Traffic,UT,08/20/2015 12:31:21 PM,84302
404,3000 Block S PERRY ST,15-P00691,PERRY,,06/24/2015 12:34:44 PM,Tuesday,16,06/23/2015 04:55:37 PM,Fraud,722211091,fraud,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft,UT,08/22/2015 12:30:50 PM,84302
405,2300 Block S US 89,15-P00695,PERRY,,06/25/2015 12:34:42 PM,Wednesday,11,06/24/2015 11:43:17 AM,Fraud,722290346,fraud,41.4670178,"{'type': 'Point', 'coordinates': [-112.0318605, 41.4670178]}",-112.0318605,Theft,UT,08/23/2015 12:33:47 PM,84302
406,3000 Block S PERRY ST,15-P00701,PERRY,,06/26/2015 12:34:40 PM,Thursday,15,06/25/2015 03:20:37 PM,Trespassing,722444245,Trespassing,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Other,UT,08/24/2015 12:30:55 PM,84302
407,1200 Block S COMMERCE WAY,15-P00702,PERRY,,06/26/2015 12:34:40 PM,Thursday,20,06/25/2015 08:38:21 PM,Theft,722444246,Theft,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Theft,UT,08/24/2015 12:30:55 PM,84302
408,700 Block N MAIN ST,15-P00704,WILLARD,,06/26/2015 12:34:40 PM,Friday,2,06/26/2015 02:14:40 AM,Reckless Drivin,722444248,Reckless Drivin,41.4221662,"{'type': 'Point', 'coordinates': [-112.0358048, 41.4221662]}",-112.0358048,Traffic,UT,08/25/2015 12:30:59 PM,84340
409,1400 Block W CHERRY RIDGE DR,15-P00710,PERRY,,06/27/2015 12:34:37 PM,Friday,23,06/26/2015 11:35:25 PM,Vandalism,722526706,Vandalism,41.4495645,"{'type': 'Point', 'coordinates': [-112.0501561, 41.4495645]}",-112.0501561,Property Crime,UT,08/25/2015 12:31:00 PM,84302
410,700 Block W 2600 S,15-P00718,PERRY,,06/30/2015 12:34:40 PM,Monday,19,06/29/2015 07:47:44 PM,Keep The Peace,722745143,Keep The Peace,41.462452,"{'type': 'Point', 'coordinates': [-112.033404, 41.462452]}",-112.033404,Disorder,UT,08/28/2015 12:31:02 PM,84302
411,S 1200 W,15-P00719,BRIGHAM CITY,,06/30/2015 12:34:40 PM,Monday,20,06/29/2015 08:07:56 PM,Littering,722745144,Littering,41.4620045,"{'type': 'Point', 'coordinates': [-112.0432171, 41.4620045]}",-112.0432171,Disorder,UT,06/30/2015 12:30:54 PM,84302
412,700 Block W DAVIS DR,15-P00722,PERRY,,06/30/2015 12:34:40 PM,Monday,21,06/29/2015 09:58:00 PM,Harassment,722745147,Harassment,41.471759,"{'type': 'Point', 'coordinates': [-112.034525, 41.471759]}",-112.034525,Assault,UT,08/28/2015 12:31:02 PM,84302
413,2800 Block S 775 W,15-P00727,PERRY,,07/01/2015 12:34:49 PM,Tuesday,17,06/30/2015 05:31:05 PM,Trespassing,722902117,Trespassing,41.4595449,"{'type': 'Point', 'coordinates': [-112.0338892, 41.4595449]}",-112.0338892,Other,UT,08/29/2015 12:31:28 PM,84302
414,I15 NB X362 OFF,15-P00730,PERRY,,07/01/2015 12:34:49 PM,Wednesday,1,07/01/2015 01:15:02 AM,Reckless Drivin,722902120,Reckless Drivin,41.4649365,"{'type': 'Point', 'coordinates': [-112.0324456, 41.4649365]}",-112.0324456,Traffic,UT,08/30/2015 12:30:56 PM,
415,3000 Block S PERRY ST,15-P00736,PERRY,,07/03/2015 12:34:52 PM,Thursday,8,07/02/2015 08:43:23 AM,Vandalism,723071523,Vandalism,41.4544029,"{'type': 'Point', 'coordinates': [-112.044534, 41.4544029]}",-112.044534,Property Crime,UT,08/31/2015 12:30:54 PM,84302
416,1600 Block W 1100 S,15-P00745,PERRY,,07/05/2015 12:34:48 PM,Friday,15,07/03/2015 03:07:49 PM,Property Damage,723224829,Property Damage,41.4854061,"{'type': 'Point', 'coordinates': [-112.0581169, 41.4854061]}",-112.0581169,Property Crime,UT,09/01/2015 12:30:48 PM,84302
417,900 Block W CENTER ST,15-P00747,PERRY,,07/04/2015 12:34:46 PM,Saturday,1,07/04/2015 01:51:28 AM,Trespassing,723148666,Trespassing,41.4660011,"{'type': 'Point', 'coordinates': [-112.0364051, 41.4660011]}",-112.0364051,Other,UT,09/02/2015 12:32:28 PM,84302
418,2600 Block S CHERRY DR,15-P00755,PERRY,,07/08/2015 12:34:48 PM,Monday,10,07/06/2015 10:02:43 AM,Vandalism,723453302,Vandalism,41.461517,"{'type': 'Point', 'coordinates': [-112.030131, 41.461517]}",-112.030131,Property Crime,UT,09/04/2015 12:30:56 PM,84302
419,600 Block W 2400 S,15-P00757,PERRY,,07/08/2015 12:34:48 PM,Monday,17,07/06/2015 05:16:06 PM,Fraud,723453303,fraud,41.466536,"{'type': 'Point', 'coordinates': [-112.030167, 41.466536]}",-112.030167,Theft,UT,09/04/2015 12:30:56 PM,84302
420,1000 Block S POINTE PERRY DR,15-P00762,PERRY,,07/08/2015 12:34:48 PM,Tuesday,22,07/07/2015 10:32:31 PM,Disorderly,723453305,Disorderly,41.4620045,"{'type': 'Point', 'coordinates': [-112.0432171, 41.4620045]}",-112.0432171,Disorder,UT,09/05/2015 12:31:41 PM,84302
421,1600 Block S US 89,15-P00749,PERRY,,07/12/2015 12:35:03 PM,Saturday,9,07/04/2015 09:52:32 AM,Burglary,723778894,Burglary,41.4797955,"{'type': 'Point', 'coordinates': [-112.0208288, 41.4797955]}",-112.0208288,Breaking & Entering,UT,09/02/2015 12:32:29 PM,84302
422,2200 Block S US 89,15-P00773,PERRY,,07/10/2015 12:35:00 PM,Thursday,8,07/09/2015 08:59:25 AM,Disorderly,723631606,Disorderly,41.468833,"{'type': 'Point', 'coordinates': [-112.0303043, 41.468833]}",-112.0303043,Disorder,UT,09/07/2015 12:30:48 PM,84302
423,1400 Block W CANNERY ST,15-P00779,PERRY,,07/11/2015 12:34:45 PM,Friday,18,07/10/2015 06:56:13 PM,Harassment,723709109,Harassment,41.4565459,"{'type': 'Point', 'coordinates': [-112.0507968, 41.4565459]}",-112.0507968,Assault,UT,09/08/2015 12:30:52 PM,84302
424,400 Block W 2000 S,15-P00784,PERRY,,07/14/2015 12:34:57 PM,Monday,13,07/13/2015 01:28:38 PM,Fraud,723926598,fraud,41.472817,"{'type': 'Point', 'coordinates': [-112.025648, 41.472817]}",-112.025648,Theft,UT,09/11/2015 12:31:08 PM,84302
425,300 Block W 2400 S,15-P00785,PERRY,,07/14/2015 12:34:57 PM,Monday,18,07/13/2015 06:42:03 PM,Reckless Drivin,723926599,Reckless Drivin,41.4662177,"{'type': 'Point', 'coordinates': [-112.0251608, 41.4662177]}",-112.0251608,Traffic,UT,09/11/2015 12:31:09 PM,84302
426,700 Block W 2600 S,15-P00786,PERRY,,07/14/2015 12:34:57 PM,Monday,20,07/13/2015 08:52:17 PM,Keep The Peace,723926600,Keep The Peace,41.462452,"{'type': 'Point', 'coordinates': [-112.033404, 41.462452]}",-112.033404,Disorder,UT,09/11/2015 12:31:09 PM,84302
427,2800 Block S US 89,15-P00791,PERRY,,07/15/2015 12:34:52 PM,Tuesday,12,07/14/2015 12:16:31 PM,Harassment,724258696,Harassment,41.4577324,"{'type': 'Point', 'coordinates': [-112.03798, 41.4577324]}",-112.03798,Assault,UT,09/12/2015 12:31:57 PM,84302
428,300 Block W 2400 S,15-P00817,PERRY,,07/19/2015 12:34:50 PM,Saturday,9,07/18/2015 09:07:00 AM,Reckless Drivin,724609959,Reckless Drivin,41.4662177,"{'type': 'Point', 'coordinates': [-112.0251608, 41.4662177]}",-112.0251608,Traffic,UT,09/16/2015 12:31:01 PM,84302
429,2500 Block S US 89,15-P00828,PERRY,,07/26/2015 12:34:53 PM,Tuesday,11,07/21/2015 11:21:36 AM,Property Damage,725364043,Property Damage,41.4639499,"{'type': 'Point', 'coordinates': [-112.034055, 41.4639499]}",-112.034055,Property Crime,UT,09/19/2015 12:32:19 PM,84302
430,1200 Block S COMMERCE WAY,15-P00852,PERRY,,07/27/2015 12:34:48 PM,Saturday,16,07/25/2015 04:54:25 PM,Theft,725426416,Theft,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Theft,UT,09/23/2015 12:31:05 PM,84302
431,2400 Block S 1050 W,15-P00859,PERRY,,07/28/2015 12:34:49 PM,Monday,12,07/27/2015 12:49:00 PM,Vehicle Burg,725508440,Vehicle Burg,41.4664318,"{'type': 'Point', 'coordinates': [-112.0392846, 41.4664318]}",-112.0392846,Theft from Vehicle,UT,09/25/2015 12:31:20 PM,84302
432,1400 Block S 25 E,15-P00860,PERRY,,07/28/2015 12:34:49 PM,Monday,13,07/27/2015 01:30:14 PM,Family Fight,725508441,Family Fight,41.482958,"{'type': 'Point', 'coordinates': [-112.014465, 41.482957999999996]}",-112.014465,Family Offense,UT,09/25/2015 12:31:20 PM,84302
433,3400 Block S US 89,15-P00866,PERRY,,07/28/2015 12:34:49 PM,Monday,21,07/27/2015 09:57:43 PM,Theft,725508447,Theft,41.4477047,"{'type': 'Point', 'coordinates': [-112.0377541, 41.4477047]}",-112.0377541,Theft,UT,09/25/2015 12:31:21 PM,84302
434,2200 Block S US 89,15-P00899,PERRY,,08/05/2015 12:34:55 PM,Tuesday,19,08/04/2015 07:59:45 PM,Intoxication,726219807,Intoxication,41.468833,"{'type': 'Point', 'coordinates': [-112.0303043, 41.468833]}",-112.0303043,Liquor,UT,10/03/2015 12:33:02 PM,84302
435,1700 Block S US 89,15-P00902,PERRY,,08/06/2015 12:34:55 PM,Wednesday,13,08/05/2015 01:36:30 PM,Property Damage,726403332,Property Damage,41.4780719,"{'type': 'Point', 'coordinates': [-112.0226398, 41.4780719]}",-112.0226398,Property Crime,UT,10/04/2015 12:33:42 PM,84302
436,2400 Block S 900 W,15-P00917,PERRY,,08/09/2015 12:34:58 PM,Saturday,21,08/08/2015 09:07:37 PM,Vandalism,726635426,Vandalism,41.465357,"{'type': 'Point', 'coordinates': [-112.036858, 41.465357]}",-112.036858,Property Crime,UT,10/07/2015 12:30:49 PM,84302
437,1400 Block W CANNERY ST,15-P00921,PERRY,,08/11/2015 12:34:55 PM,Monday,16,08/10/2015 04:37:46 PM,Child Abuse,726782016,Child Abuse,41.4565459,"{'type': 'Point', 'coordinates': [-112.0507968, 41.4565459]}",-112.0507968,Family Offense,UT,10/09/2015 12:31:04 PM,84302
438,300 Block W 2235 S,15-P00927,PERRY,,08/12/2015 12:34:52 PM,Tuesday,12,08/11/2015 12:38:09 PM,Fraud,726868853,fraud,41.469169,"{'type': 'Point', 'coordinates': [-112.023768, 41.469169]}",-112.023768,Theft,UT,10/10/2015 12:30:45 PM,84302
439,300 Block W 2500 S,15-P00932,PERRY,,08/13/2015 12:34:50 PM,Wednesday,22,08/12/2015 10:04:04 PM,Disorderly,726953297,Disorderly,41.463722,"{'type': 'Point', 'coordinates': [-112.024901, 41.463722]}",-112.024901,Disorder,UT,10/11/2015 12:30:54 PM,84302
440,100 Block W 1775 S,15-P00954,PERRY,,08/20/2015 12:34:48 PM,Wednesday,16,08/05/2015 04:51:52 PM,Theft,728014460,Theft,41.477612,"{'type': 'Point', 'coordinates': [-112.01822, 41.477612]}",-112.01822,Theft,UT,10/04/2015 12:33:44 PM,84302
441,3000 Block S PERRY ST,15-P00919,PERRY,,08/22/2015 12:34:46 PM,Sunday,16,08/09/2015 04:59:44 PM,Fraud,728179313,fraud,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft,UT,10/08/2015 12:31:12 PM,84302
442,2700 Block S 1000 W,15-P00935,PERRY,,08/14/2015 12:34:53 PM,Thursday,14,08/13/2015 02:20:35 PM,Property Damage,727557612,Property Damage,41.45889,"{'type': 'Point', 'coordinates': [-112.0385668, 41.45889]}",-112.0385668,Property Crime,UT,10/12/2015 12:30:52 PM,84302
443,2700 Block S 1000 W,15-P00937,PERRY,,08/14/2015 12:34:53 PM,Thursday,18,08/13/2015 06:18:16 PM,Theft,727557614,Theft,41.45889,"{'type': 'Point', 'coordinates': [-112.0385668, 41.45889]}",-112.0385668,Theft,UT,10/12/2015 12:30:53 PM,84302
444,1600 Block W 1100 S,15-P00942,PERRY,,08/16/2015 12:34:55 PM,Friday,17,08/14/2015 05:28:15 PM,Intoxication,727704162,Intoxication,41.4854061,"{'type': 'Point', 'coordinates': [-112.0581169, 41.4854061]}",-112.0581169,Liquor,UT,10/13/2015 12:30:48 PM,84302
445,300 Block W 2500 S,15-P00946,PERRY,,08/16/2015 12:34:55 PM,Saturday,9,08/15/2015 09:46:49 AM,Family Fight,727704163,Family Fight,41.463722,"{'type': 'Point', 'coordinates': [-112.024901, 41.463722]}",-112.024901,Family Offense,UT,10/14/2015 12:31:14 PM,84302
446,2200 Block S US 89,15-P00948,PERRY,,08/17/2015 12:34:47 PM,Sunday,18,08/16/2015 06:09:00 PM,DUI,727766876,DUI,41.468833,"{'type': 'Point', 'coordinates': [-112.0303043, 41.468833]}",-112.0303043,Traffic,UT,10/15/2015 12:30:57 PM,84302
447,2200 Block S US 89,15-P00953,PERRY,,08/20/2015 12:34:48 PM,Wednesday,8,08/19/2015 08:13:28 AM,Theft,728014459,Theft,41.4686958,"{'type': 'Point', 'coordinates': [-112.0304631, 41.4686958]}",-112.0304631,Theft,UT,10/18/2015 12:31:13 PM,84302
